id,instrument_1,instrument_2
4140,keyboard_electronic_098-060-100,string_acoustic_014-054-100
4141,keyboard_electronic_098-081-075,guitar_acoustic_021-069-127
4142,guitar_acoustic_021-050-100,flute_synthetic_000-048-127
4143,guitar_acoustic_010-084-025,flute_synthetic_000-050-050
4144,keyboard_electronic_098-064-025,guitar_acoustic_021-051-127
4145,keyboard_synthetic_000-069-100,guitar_acoustic_010-063-100
4146,guitar_acoustic_014-076-025,flute_synthetic_000-077-075
4147,string_acoustic_012-053-025,guitar_acoustic_021-061-075
4148,string_acoustic_014-060-025,keyboard_acoustic_004-056-127
4149,keyboard_electronic_069-077-050,string_acoustic_080-049-127
4150,flute_acoustic_002-073-127,string_acoustic_056-079-127
4151,guitar_acoustic_015-060-050,keyboard_electronic_003-054-075
4152,string_acoustic_056-079-050,keyboard_acoustic_004-069-100
4153,flute_acoustic_002-077-050,guitar_electronic_022-076-025
4154,flute_synthetic_000-053-025,keyboard_acoustic_004-082-075
4155,string_acoustic_057-079-050,guitar_acoustic_021-057-127
4156,keyboard_acoustic_004-081-050,flute_acoustic_002-068-050
4157,flute_synthetic_000-071-127,string_acoustic_057-081-127
4158,string_acoustic_056-053-025,keyboard_electronic_002-078-127
4159,string_acoustic_056-061-100,keyboard_electronic_002-064-025
4160,keyboard_synthetic_000-082-127,string_acoustic_012-048-100
4161,keyboard_electronic_001-076-025,flute_synthetic_000-057-025
4162,string_acoustic_014-062-075,guitar_acoustic_014-060-050
4163,flute_synthetic_000-081-075,guitar_acoustic_021-065-127
4164,guitar_acoustic_010-063-100,keyboard_acoustic_004-071-100
4165,guitar_acoustic_010-051-075,keyboard_synthetic_000-084-100
4166,flute_synthetic_000-048-100,keyboard_electronic_069-060-100
4167,flute_synthetic_000-049-050,keyboard_synthetic_000-073-075
4168,guitar_acoustic_010-053-100,string_acoustic_056-060-075
4169,string_acoustic_056-071-050,flute_synthetic_000-054-075
4170,guitar_acoustic_010-065-100,flute_synthetic_000-077-075
4171,keyboard_electronic_003-080-100,string_acoustic_056-056-075
4172,string_acoustic_056-056-025,keyboard_electronic_001-067-025
4173,string_acoustic_012-048-100,keyboard_electronic_003-049-100
4174,keyboard_synthetic_000-055-025,string_acoustic_057-060-127
4175,flute_synthetic_000-052-127,keyboard_electronic_002-073-100
4176,keyboard_electronic_078-074-075,flute_synthetic_000-081-127
4177,flute_synthetic_000-066-025,guitar_acoustic_014-056-025
4178,string_acoustic_056-069-025,guitar_acoustic_030-076-100
4179,string_acoustic_014-061-100,keyboard_electronic_078-081-127
4180,string_acoustic_012-049-050,guitar_acoustic_014-054-127
4181,flute_acoustic_002-073-127,keyboard_acoustic_004-079-075
4182,guitar_acoustic_021-069-127,keyboard_synthetic_000-048-127
4183,string_acoustic_056-056-075,keyboard_synthetic_000-062-050
4184,keyboard_electronic_098-079-025,flute_synthetic_000-064-127
4185,string_acoustic_057-083-127,guitar_acoustic_014-060-050
4186,keyboard_electronic_098-080-025,flute_synthetic_000-072-075
4187,keyboard_electronic_069-080-100,guitar_acoustic_015-067-050
4188,string_acoustic_014-053-050,guitar_acoustic_010-057-025
4189,guitar_acoustic_014-052-050,flute_acoustic_002-078-100
4190,flute_synthetic_000-054-127,guitar_electronic_022-082-127
4191,flute_synthetic_000-081-127,guitar_acoustic_010-066-100
4192,flute_synthetic_000-053-127,keyboard_electronic_003-073-075
4193,string_acoustic_057-067-100,guitar_acoustic_010-071-075
4194,flute_synthetic_000-073-127,keyboard_electronic_003-063-127
4195,string_acoustic_057-077-100,keyboard_electronic_078-051-050
4196,keyboard_acoustic_004-073-050,string_acoustic_057-068-100
4197,guitar_acoustic_014-069-025,string_acoustic_057-083-127
4198,guitar_electronic_028-055-050,flute_synthetic_000-081-075
4199,keyboard_electronic_001-075-050,string_acoustic_056-071-100
4200,keyboard_synthetic_000-056-075,flute_synthetic_000-070-127
4201,keyboard_electronic_069-084-025,guitar_acoustic_021-072-127
4202,string_acoustic_080-051-127,keyboard_synthetic_000-048-025
4203,guitar_acoustic_014-053-100,keyboard_electronic_001-082-025
4204,keyboard_acoustic_004-068-075,string_acoustic_056-059-075
4205,flute_acoustic_002-071-127,string_acoustic_057-069-075
4206,guitar_electronic_022-054-100,string_acoustic_056-072-025
4207,guitar_acoustic_015-070-025,flute_synthetic_000-079-025
4208,string_acoustic_057-067-100,guitar_acoustic_021-065-127
4209,keyboard_electronic_078-069-025,flute_synthetic_000-049-100
4210,string_acoustic_056-057-127,guitar_electronic_028-065-050
4211,guitar_acoustic_021-071-050,string_acoustic_057-063-075
4212,string_acoustic_056-054-100,flute_synthetic_000-073-050
4213,guitar_acoustic_015-054-100,keyboard_electronic_002-077-127
4214,string_acoustic_080-050-075,guitar_acoustic_030-051-127
4215,string_acoustic_056-057-127,keyboard_synthetic_000-082-127
4216,string_acoustic_056-057-127,flute_synthetic_000-081-127
4217,flute_synthetic_000-064-100,keyboard_electronic_002-048-127
4218,flute_synthetic_000-070-127,string_acoustic_056-074-075
4219,string_acoustic_056-058-025,flute_acoustic_002-074-025
4220,guitar_acoustic_030-076-050,keyboard_electronic_003-074-127
4221,string_acoustic_057-070-100,guitar_acoustic_010-082-127
4222,flute_synthetic_000-073-050,keyboard_electronic_002-077-127
4223,string_acoustic_057-062-050,flute_synthetic_000-077-075
4224,string_acoustic_014-054-100,flute_synthetic_000-050-127
4225,guitar_acoustic_010-063-050,flute_acoustic_002-071-127
4226,guitar_acoustic_014-075-050,string_acoustic_056-062-075
4227,keyboard_acoustic_004-064-050,flute_synthetic_000-066-075
4228,flute_acoustic_002-078-025,string_acoustic_080-049-127
4229,keyboard_synthetic_000-063-050,string_acoustic_014-063-050
4230,keyboard_electronic_078-059-025,flute_synthetic_000-077-075
4231,keyboard_acoustic_004-079-050,flute_acoustic_002-077-050
4232,guitar_acoustic_014-075-050,string_acoustic_056-072-025
4233,flute_synthetic_000-061-075,guitar_electronic_028-052-050
4234,flute_synthetic_000-077-075,keyboard_electronic_069-057-050
4235,flute_synthetic_000-054-050,guitar_acoustic_014-077-025
4236,guitar_electronic_028-062-127,flute_synthetic_000-079-127
4237,flute_synthetic_000-070-127,guitar_acoustic_014-071-127
4238,flute_acoustic_002-073-127,keyboard_electronic_098-074-075
4239,keyboard_electronic_069-051-075,string_acoustic_014-060-025
4240,flute_synthetic_000-062-075,guitar_electronic_022-084-075
4241,flute_synthetic_000-073-075,string_acoustic_056-059-100
4242,keyboard_acoustic_004-054-050,flute_acoustic_002-073-127
4243,guitar_electronic_028-062-127,flute_synthetic_000-052-127
4244,keyboard_electronic_001-054-075,guitar_acoustic_014-072-075
4245,string_acoustic_056-071-050,keyboard_electronic_002-049-050
4246,keyboard_electronic_001-061-075,string_acoustic_057-080-025
4247,guitar_electronic_028-065-050,string_acoustic_056-054-100
4248,flute_acoustic_002-074-025,keyboard_electronic_078-067-100
4249,keyboard_electronic_002-052-075,guitar_electronic_022-077-127
4250,guitar_acoustic_030-073-050,flute_synthetic_000-066-075
4251,guitar_acoustic_014-076-025,keyboard_electronic_002-078-127
4252,flute_synthetic_000-084-025,guitar_electronic_022-061-075
4253,keyboard_electronic_098-073-100,guitar_acoustic_030-076-100
4254,string_acoustic_014-048-075,flute_synthetic_000-077-075
4255,keyboard_electronic_002-052-050,guitar_acoustic_014-071-127
4256,string_acoustic_056-061-100,flute_synthetic_000-048-127
4257,keyboard_electronic_003-074-075,string_acoustic_056-078-127
4258,guitar_acoustic_010-053-100,keyboard_synthetic_000-055-075
4259,string_acoustic_056-074-075,flute_synthetic_000-083-127
4260,flute_synthetic_000-058-025,keyboard_electronic_003-053-050
4261,guitar_acoustic_014-077-050,keyboard_synthetic_000-056-075
4262,keyboard_electronic_002-078-127,flute_acoustic_002-080-050
4263,guitar_acoustic_021-065-075,flute_synthetic_000-073-050
4264,keyboard_electronic_069-057-050,string_acoustic_057-074-050
4265,flute_synthetic_000-060-025,string_acoustic_056-076-025
4266,string_acoustic_056-078-100,guitar_electronic_022-079-127
4267,string_acoustic_071-050-050,keyboard_synthetic_000-055-025
4268,flute_synthetic_000-072-050,guitar_electronic_028-075-050
4269,guitar_electronic_022-059-075,string_acoustic_057-078-127
4270,string_acoustic_057-082-050,guitar_acoustic_015-070-100
4271,string_acoustic_057-082-050,guitar_acoustic_021-069-025
4272,flute_synthetic_000-058-100,string_acoustic_056-053-025
4273,guitar_acoustic_021-071-050,flute_acoustic_002-084-025
4274,flute_acoustic_002-073-127,string_acoustic_014-051-100
4275,keyboard_acoustic_004-075-100,flute_acoustic_002-081-075
4276,keyboard_electronic_078-074-075,guitar_acoustic_015-061-075
4277,string_acoustic_071-054-075,flute_synthetic_000-066-075
4278,flute_synthetic_000-050-050,keyboard_acoustic_004-069-127
4279,flute_acoustic_002-077-050,string_acoustic_014-049-127
4280,guitar_electronic_022-073-127,flute_synthetic_000-062-075
4281,keyboard_electronic_002-072-075,guitar_acoustic_021-067-025
4282,flute_acoustic_002-067-025,guitar_acoustic_015-048-025
4283,flute_acoustic_002-077-050,keyboard_acoustic_004-066-050
4284,string_acoustic_014-064-075,guitar_acoustic_015-054-025
4285,keyboard_electronic_002-082-127,guitar_acoustic_021-077-100
4286,guitar_electronic_028-081-025,keyboard_synthetic_000-052-100
4287,flute_synthetic_000-050-127,guitar_electronic_028-068-100
4288,flute_synthetic_000-060-025,guitar_acoustic_021-058-050
4289,guitar_electronic_028-075-050,string_acoustic_056-059-075
4290,guitar_acoustic_014-075-025,flute_synthetic_000-052-025
4291,flute_synthetic_000-072-075,keyboard_electronic_001-051-127
4292,string_acoustic_057-061-100,guitar_acoustic_014-070-100
4293,flute_synthetic_000-051-100,keyboard_electronic_003-052-050
4294,flute_synthetic_000-081-127,guitar_acoustic_021-053-075
4295,guitar_acoustic_021-074-025,string_acoustic_056-059-075
4296,guitar_acoustic_030-061-127,string_acoustic_071-051-127
4297,flute_acoustic_002-084-075,keyboard_electronic_001-072-050
4298,flute_synthetic_000-049-100,keyboard_electronic_078-061-127
4299,keyboard_electronic_001-075-050,string_acoustic_056-065-100
4300,string_acoustic_057-059-025,guitar_acoustic_021-053-025
4301,guitar_electronic_022-054-025,flute_synthetic_000-054-050
4302,string_acoustic_057-067-100,flute_acoustic_002-074-025
4303,flute_synthetic_000-079-127,string_acoustic_056-060-075
4304,keyboard_electronic_001-065-100,guitar_acoustic_010-057-100
4305,keyboard_electronic_098-058-025,guitar_acoustic_021-061-075
4306,string_acoustic_071-051-127,guitar_acoustic_021-083-075
4307,keyboard_electronic_069-072-100,flute_acoustic_002-067-025
4308,string_acoustic_056-053-025,guitar_acoustic_021-073-025
4309,string_acoustic_056-074-100,keyboard_electronic_002-052-025
4310,string_acoustic_071-053-075,keyboard_electronic_078-051-050
4311,flute_synthetic_000-048-100,keyboard_electronic_069-075-075
4312,flute_synthetic_000-064-127,guitar_acoustic_010-065-025
4313,flute_acoustic_002-077-050,guitar_acoustic_010-080-100
4314,flute_synthetic_000-057-050,keyboard_electronic_069-054-127
4315,keyboard_electronic_098-079-127,string_acoustic_056-050-127
4316,flute_synthetic_000-057-100,keyboard_electronic_078-079-100
4317,guitar_acoustic_015-062-050,flute_synthetic_000-054-050
4318,keyboard_acoustic_004-066-050,guitar_electronic_028-068-050
4319,string_acoustic_014-053-025,guitar_electronic_028-072-075
4320,string_acoustic_056-063-127,keyboard_acoustic_004-081-075
4321,string_acoustic_056-071-075,guitar_acoustic_010-068-127
4322,guitar_acoustic_010-069-100,keyboard_electronic_003-080-075
4323,string_acoustic_056-064-100,flute_synthetic_000-072-050
4324,string_acoustic_071-050-050,guitar_electronic_022-073-127
4325,keyboard_electronic_003-083-100,guitar_acoustic_010-070-127
4326,string_acoustic_080-053-050,flute_synthetic_000-055-050
4327,string_acoustic_012-049-050,guitar_acoustic_015-059-050
4328,keyboard_electronic_098-062-050,guitar_acoustic_021-058-050
4329,keyboard_electronic_078-070-100,string_acoustic_057-063-127
4330,guitar_acoustic_014-075-050,flute_acoustic_002-084-075
4331,keyboard_electronic_002-049-050,flute_synthetic_000-048-100
4332,flute_synthetic_000-058-100,keyboard_electronic_002-063-025
4333,flute_acoustic_002-067-050,guitar_acoustic_021-084-050
4334,guitar_acoustic_010-052-100,flute_synthetic_000-066-075
4335,flute_acoustic_002-068-050,guitar_electronic_022-077-050
4336,string_acoustic_056-065-100,flute_synthetic_000-048-127
4337,guitar_acoustic_010-080-075,string_acoustic_057-059-025
4338,string_acoustic_056-078-127,keyboard_electronic_098-051-025
4339,flute_synthetic_000-060-025,guitar_acoustic_010-065-100
4340,guitar_electronic_028-072-075,string_acoustic_071-054-075
4341,string_acoustic_014-065-075,keyboard_electronic_069-061-050
4342,flute_acoustic_002-073-127,string_acoustic_014-060-025
4343,guitar_acoustic_030-059-075,string_acoustic_014-051-100
4344,guitar_electronic_022-084-075,keyboard_electronic_078-065-075
4345,string_acoustic_057-070-050,keyboard_electronic_001-053-025
4346,guitar_acoustic_014-071-127,flute_synthetic_000-073-050
4347,guitar_acoustic_015-051-075,flute_synthetic_000-072-050
4348,keyboard_electronic_078-058-050,guitar_electronic_022-058-075
4349,guitar_electronic_028-066-075,string_acoustic_057-067-100
4350,guitar_electronic_022-080-050,string_acoustic_057-079-025
4351,flute_synthetic_000-083-127,guitar_acoustic_015-067-050
4352,string_acoustic_014-064-075,flute_synthetic_000-081-075
4353,string_acoustic_056-067-025,guitar_acoustic_015-084-127
4354,flute_synthetic_000-048-100,keyboard_electronic_098-073-100
4355,string_acoustic_080-049-127,keyboard_acoustic_004-082-100
4356,keyboard_electronic_002-062-075,guitar_acoustic_021-068-100
4357,string_acoustic_056-060-127,guitar_acoustic_021-061-025
4358,keyboard_electronic_002-077-127,string_acoustic_056-059-100
4359,guitar_acoustic_010-050-050,string_acoustic_057-071-100
4360,string_acoustic_056-074-100,flute_synthetic_000-084-025
4361,flute_acoustic_002-074-025,string_acoustic_057-083-127
4362,guitar_acoustic_014-056-100,string_acoustic_056-053-025
4363,guitar_electronic_022-050-127,string_acoustic_080-048-025
4364,string_acoustic_057-060-100,flute_synthetic_000-068-050
4365,keyboard_electronic_098-068-127,flute_acoustic_002-067-050
4366,string_acoustic_080-051-127,flute_acoustic_002-079-100
4367,flute_acoustic_002-084-025,guitar_acoustic_015-059-050
4368,keyboard_electronic_002-075-127,string_acoustic_014-048-075
4369,keyboard_electronic_002-083-100,flute_acoustic_002-078-100
4370,string_acoustic_014-062-075,guitar_acoustic_030-076-100
4371,flute_synthetic_000-048-100,keyboard_acoustic_004-078-025
4372,string_acoustic_014-053-050,flute_acoustic_002-075-100
4373,string_acoustic_057-071-025,keyboard_synthetic_000-058-050
4374,guitar_electronic_022-061-075,keyboard_electronic_002-067-075
4375,flute_synthetic_000-062-075,string_acoustic_012-053-025
4376,flute_synthetic_000-075-075,guitar_acoustic_015-060-050
4377,string_acoustic_056-059-075,guitar_acoustic_021-068-050
4378,guitar_acoustic_014-058-050,keyboard_electronic_002-077-127
4379,flute_synthetic_000-068-075,guitar_acoustic_021-048-050
4380,guitar_electronic_022-076-075,flute_synthetic_000-079-127
4381,guitar_acoustic_010-052-025,string_acoustic_057-064-075
4382,guitar_acoustic_014-062-127,string_acoustic_056-071-127
4383,flute_synthetic_000-075-075,guitar_acoustic_021-065-075
4384,flute_synthetic_000-066-075,guitar_acoustic_030-064-075
4385,string_acoustic_056-078-127,flute_acoustic_002-078-025
4386,flute_synthetic_000-079-100,guitar_electronic_022-083-050
4387,guitar_acoustic_010-049-050,string_acoustic_080-049-127
4388,flute_synthetic_000-075-075,keyboard_electronic_002-076-025
4389,guitar_electronic_022-079-100,keyboard_acoustic_004-063-100
4390,guitar_electronic_022-083-050,keyboard_electronic_001-052-100
4391,flute_synthetic_000-079-025,guitar_acoustic_015-055-075
4392,string_acoustic_014-054-127,flute_synthetic_000-068-050
4393,guitar_electronic_028-051-075,flute_synthetic_000-050-050
4394,string_acoustic_057-071-100,flute_synthetic_000-058-100
4395,keyboard_acoustic_004-052-075,string_acoustic_056-079-050
4396,keyboard_synthetic_000-063-075,string_acoustic_071-049-025
4397,guitar_acoustic_021-072-050,flute_acoustic_002-071-127
4398,keyboard_electronic_002-082-025,guitar_acoustic_014-061-050
4399,string_acoustic_014-065-127,flute_acoustic_002-081-075
4400,flute_synthetic_000-072-100,guitar_electronic_028-075-050
4401,string_acoustic_056-078-100,flute_synthetic_000-050-050
4402,flute_acoustic_002-075-100,keyboard_electronic_078-080-100
4403,keyboard_electronic_078-055-025,flute_synthetic_000-057-050
4404,keyboard_electronic_002-053-127,guitar_electronic_028-077-127
4405,string_acoustic_056-051-025,flute_acoustic_002-077-050
4406,keyboard_synthetic_000-048-127,flute_synthetic_000-066-025
4407,keyboard_synthetic_000-071-127,string_acoustic_014-059-050
4408,string_acoustic_014-062-075,flute_synthetic_000-048-100
4409,guitar_acoustic_010-053-100,keyboard_acoustic_004-054-050
4410,guitar_electronic_022-079-100,flute_synthetic_000-079-127
4411,keyboard_electronic_003-070-025,string_acoustic_057-070-100
4412,guitar_acoustic_021-084-100,string_acoustic_057-071-025
4413,keyboard_synthetic_000-082-127,string_acoustic_014-061-025
4414,string_acoustic_057-070-100,flute_synthetic_000-049-025
4415,string_acoustic_056-056-025,keyboard_electronic_003-052-050
4416,flute_synthetic_000-050-050,string_acoustic_056-054-050
4417,flute_acoustic_002-077-025,string_acoustic_057-071-025
4418,guitar_acoustic_010-057-025,keyboard_electronic_078-074-050
4419,guitar_acoustic_010-077-025,string_acoustic_080-048-025
4420,flute_synthetic_000-083-050,guitar_acoustic_021-055-100
4421,keyboard_synthetic_000-056-075,string_acoustic_014-054-100
4422,guitar_acoustic_010-068-075,flute_synthetic_000-054-050
4423,keyboard_acoustic_004-082-075,string_acoustic_080-051-127
4424,flute_synthetic_000-054-025,guitar_acoustic_010-058-075
4425,guitar_electronic_028-051-075,string_acoustic_014-051-100
4426,string_acoustic_057-080-127,guitar_acoustic_014-063-100
4427,guitar_acoustic_014-056-100,flute_acoustic_002-079-127
4428,flute_synthetic_000-054-075,keyboard_acoustic_004-082-075
4429,flute_synthetic_000-083-127,keyboard_electronic_098-080-025
4430,string_acoustic_056-065-127,keyboard_synthetic_000-049-075
4431,flute_synthetic_000-052-025,string_acoustic_056-076-025
4432,flute_synthetic_000-048-127,guitar_acoustic_010-060-127
4433,guitar_acoustic_014-058-050,flute_synthetic_000-072-075
4434,flute_synthetic_000-048-127,keyboard_electronic_078-052-127
4435,flute_synthetic_000-054-025,string_acoustic_080-053-050
4436,flute_synthetic_000-066-075,keyboard_electronic_003-065-050
4437,guitar_electronic_022-063-025,keyboard_electronic_003-080-127
4438,flute_synthetic_000-083-127,guitar_electronic_022-072-025
4439,string_acoustic_071-050-050,flute_synthetic_000-050-127
4440,string_acoustic_057-064-050,guitar_acoustic_014-060-050
4441,flute_synthetic_000-054-025,string_acoustic_080-050-075
4442,guitar_acoustic_021-064-127,keyboard_electronic_069-063-100
4443,guitar_electronic_028-072-025,flute_acoustic_002-078-100
4444,keyboard_synthetic_000-067-050,guitar_acoustic_021-054-100
4445,keyboard_electronic_078-070-127,guitar_acoustic_010-070-127
4446,string_acoustic_080-050-075,keyboard_synthetic_000-049-075
4447,guitar_acoustic_015-066-100,string_acoustic_071-052-025
4448,keyboard_electronic_069-067-075,guitar_acoustic_021-050-127
4449,flute_synthetic_000-052-050,keyboard_electronic_002-077-127
4450,guitar_acoustic_014-067-100,keyboard_electronic_078-069-025
4451,guitar_electronic_022-071-100,keyboard_acoustic_004-082-075
4452,flute_synthetic_000-049-050,keyboard_electronic_002-063-025
4453,keyboard_electronic_098-082-025,flute_acoustic_002-084-025
4454,keyboard_synthetic_000-048-075,string_acoustic_014-060-025
4455,flute_synthetic_000-054-075,keyboard_electronic_098-060-100
4456,string_acoustic_057-060-100,flute_synthetic_000-083-127
4457,guitar_acoustic_015-073-127,keyboard_electronic_001-072-127
4458,string_acoustic_056-059-075,keyboard_synthetic_000-074-100
4459,string_acoustic_057-065-100,flute_synthetic_000-050-050
4460,string_acoustic_012-055-025,flute_synthetic_000-064-127
4461,flute_synthetic_000-083-050,guitar_acoustic_021-083-075
4462,string_acoustic_057-065-100,keyboard_electronic_003-060-075
4463,keyboard_electronic_078-053-127,string_acoustic_057-063-075
4464,guitar_acoustic_014-067-127,string_acoustic_056-071-100
4465,guitar_electronic_028-048-127,keyboard_electronic_002-073-025
4466,flute_acoustic_002-084-025,guitar_electronic_022-076-075
4467,guitar_electronic_028-072-075,flute_synthetic_000-081-075
4468,flute_synthetic_000-054-127,keyboard_acoustic_004-053-025
4469,string_acoustic_056-064-100,guitar_acoustic_030-048-050
4470,flute_synthetic_000-068-050,keyboard_acoustic_004-077-100
4471,guitar_acoustic_015-051-127,string_acoustic_057-079-025
4472,keyboard_acoustic_004-074-100,string_acoustic_056-053-025
4473,guitar_electronic_022-079-100,flute_synthetic_000-049-025
4474,string_acoustic_056-071-075,flute_acoustic_002-074-025
4475,guitar_acoustic_015-051-075,keyboard_electronic_003-074-075
4476,flute_synthetic_000-054-127,keyboard_synthetic_000-063-050
4477,string_acoustic_056-072-025,flute_acoustic_002-079-100
4478,keyboard_electronic_003-049-100,guitar_acoustic_015-067-050
4479,flute_synthetic_000-057-100,string_acoustic_056-072-025
4480,keyboard_electronic_078-053-127,flute_acoustic_002-081-075
4481,flute_synthetic_000-061-050,guitar_acoustic_010-058-075
4482,flute_synthetic_000-083-050,guitar_acoustic_021-067-127
4483,string_acoustic_014-055-025,guitar_acoustic_021-056-075
4484,keyboard_electronic_002-062-075,guitar_acoustic_014-070-050
4485,string_acoustic_056-075-025,flute_synthetic_000-054-127
4486,string_acoustic_057-063-075,flute_acoustic_002-078-100
4487,string_acoustic_057-068-100,flute_acoustic_002-079-100
4488,guitar_electronic_022-079-100,keyboard_electronic_069-083-075
4489,flute_acoustic_002-084-025,keyboard_acoustic_004-061-025
4490,string_acoustic_057-070-050,flute_synthetic_000-052-025
4491,keyboard_synthetic_000-082-127,guitar_acoustic_014-073-100
4492,guitar_electronic_028-058-025,string_acoustic_056-062-075
4493,keyboard_electronic_098-072-025,string_acoustic_080-048-025
4494,flute_synthetic_000-075-075,keyboard_electronic_001-054-075
4495,string_acoustic_057-082-050,guitar_electronic_022-055-100
4496,keyboard_electronic_003-063-025,flute_synthetic_000-054-127
4497,guitar_acoustic_015-051-025,flute_synthetic_000-061-075
4498,string_acoustic_057-070-100,flute_synthetic_000-081-127
4499,flute_synthetic_000-081-127,keyboard_synthetic_000-056-075
4500,guitar_acoustic_021-050-100,flute_synthetic_000-050-127
4501,guitar_acoustic_010-080-127,keyboard_electronic_078-063-127
4502,string_acoustic_080-050-075,guitar_acoustic_021-061-025
4503,string_acoustic_014-058-050,flute_synthetic_000-068-050
4504,keyboard_electronic_098-057-127,flute_synthetic_000-058-025
4505,guitar_acoustic_010-050-100,flute_synthetic_000-072-050
4506,string_acoustic_057-071-025,flute_synthetic_000-068-050
4507,flute_synthetic_000-049-050,string_acoustic_080-053-050
4508,flute_acoustic_002-078-025,guitar_acoustic_010-059-127
4509,flute_acoustic_002-080-050,guitar_acoustic_030-074-050
4510,string_acoustic_071-052-127,keyboard_electronic_098-071-127
4511,keyboard_electronic_078-053-050,guitar_acoustic_010-068-075
4512,flute_synthetic_000-049-025,keyboard_acoustic_004-072-127
4513,keyboard_electronic_098-082-025,flute_synthetic_000-083-127
4514,guitar_electronic_022-057-025,string_acoustic_056-071-050
4515,flute_synthetic_000-050-050,keyboard_electronic_002-076-127
4516,string_acoustic_057-064-075,keyboard_synthetic_000-070-100
4517,keyboard_electronic_002-076-100,string_acoustic_057-060-100
4518,string_acoustic_057-068-100,keyboard_electronic_002-052-075
4519,guitar_acoustic_014-071-050,string_acoustic_057-072-050
4520,flute_synthetic_000-051-100,keyboard_electronic_098-058-025
4521,keyboard_electronic_078-062-050,string_acoustic_057-077-075
4522,guitar_acoustic_010-068-075,keyboard_electronic_098-075-100
4523,keyboard_electronic_078-061-127,guitar_acoustic_010-080-100
4524,string_acoustic_014-063-050,guitar_acoustic_014-057-025
4525,guitar_acoustic_010-065-100,flute_synthetic_000-072-025
4526,flute_synthetic_000-068-075,keyboard_synthetic_000-072-127
4527,string_acoustic_014-049-100,guitar_acoustic_015-051-075
4528,guitar_acoustic_014-078-050,string_acoustic_056-078-127
4529,guitar_acoustic_014-063-127,string_acoustic_057-079-050
4530,string_acoustic_056-064-100,keyboard_electronic_069-057-100
4531,keyboard_electronic_078-055-025,guitar_acoustic_021-083-025
4532,guitar_acoustic_014-061-050,flute_acoustic_002-074-025
4533,flute_acoustic_002-069-025,guitar_acoustic_014-063-127
4534,flute_synthetic_000-058-100,keyboard_electronic_078-077-127
4535,string_acoustic_014-058-100,keyboard_electronic_078-079-025
4536,flute_acoustic_002-067-025,keyboard_synthetic_000-066-127
4537,guitar_acoustic_010-071-075,string_acoustic_057-080-127
4538,flute_synthetic_000-053-127,keyboard_electronic_002-075-127
4539,string_acoustic_071-049-025,guitar_electronic_022-067-127
4540,keyboard_acoustic_004-077-025,guitar_acoustic_015-066-100
4541,keyboard_electronic_078-065-075,flute_synthetic_000-057-050
4542,flute_synthetic_000-052-050,keyboard_electronic_069-074-075
4543,guitar_electronic_028-052-075,string_acoustic_056-052-075
4544,flute_synthetic_000-054-025,guitar_electronic_028-082-050
4545,keyboard_synthetic_000-053-050,string_acoustic_056-050-127
4546,flute_synthetic_000-052-050,string_acoustic_057-077-100
4547,flute_synthetic_000-068-050,keyboard_acoustic_004-079-127
4548,guitar_acoustic_014-084-127,keyboard_acoustic_004-048-100
4549,string_acoustic_057-062-050,flute_synthetic_000-050-050
4550,string_acoustic_014-049-100,guitar_acoustic_015-054-025
4551,guitar_acoustic_010-076-127,string_acoustic_056-071-127
4552,guitar_acoustic_014-060-050,keyboard_electronic_002-083-100
4553,guitar_electronic_022-080-050,flute_synthetic_000-073-050
4554,flute_synthetic_000-068-050,guitar_acoustic_015-051-025
4555,string_acoustic_056-060-075,flute_synthetic_000-054-075
4556,guitar_acoustic_010-063-025,string_acoustic_056-061-075
4557,flute_synthetic_000-083-050,string_acoustic_056-065-100
4558,string_acoustic_071-050-050,guitar_acoustic_021-083-075
4559,keyboard_synthetic_000-069-100,string_acoustic_014-054-100
4560,flute_acoustic_002-078-025,keyboard_acoustic_004-072-127
4561,keyboard_electronic_002-052-025,guitar_acoustic_010-068-075
4562,string_acoustic_056-079-127,keyboard_electronic_078-048-050
4563,string_acoustic_014-053-025,flute_synthetic_000-079-025
4564,flute_synthetic_000-072-100,string_acoustic_014-064-075
4565,guitar_acoustic_014-054-127,flute_acoustic_002-068-050
4566,string_acoustic_014-053-025,flute_synthetic_000-053-025
4567,guitar_acoustic_014-076-127,keyboard_electronic_002-063-050
4568,guitar_acoustic_014-061-050,string_acoustic_071-049-025
4569,guitar_electronic_022-076-025,flute_acoustic_002-068-050
4570,flute_synthetic_000-057-050,guitar_acoustic_014-071-050
4571,guitar_acoustic_010-052-025,string_acoustic_057-077-075
4572,string_acoustic_056-074-075,flute_synthetic_000-049-025
4573,keyboard_electronic_098-082-075,string_acoustic_057-063-127
4574,keyboard_electronic_002-064-025,guitar_electronic_022-059-075
4575,guitar_acoustic_010-063-127,string_acoustic_071-053-075
4576,keyboard_electronic_001-082-025,guitar_acoustic_021-053-075
4577,keyboard_electronic_001-054-075,guitar_acoustic_030-073-050
4578,keyboard_electronic_002-082-025,guitar_acoustic_010-065-100
4579,guitar_acoustic_010-058-075,string_acoustic_057-061-050
4580,guitar_acoustic_030-054-075,flute_acoustic_002-084-075
4581,flute_synthetic_000-073-075,string_acoustic_012-052-127
4582,string_acoustic_057-073-025,keyboard_synthetic_000-061-127
