qualities,pitch,note,instrument_source_str,velocity,instrument_str,instrument,sample_rate,qualities_str,instrument_source,note_str,instrument_family,instrument_family_str
"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",31,71756,acoustic,75,string_acoustic_014,100,16000,"['dark', 'fast_decay', 'reverb']",0,string_acoustic_014-031-075,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75,163510,electronic,50,organ_electronic_104,921,16000,[],1,organ_electronic_104-075-050,6,organ
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",62,192612,synthetic,75,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-062-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83,122206,electronic,75,guitar_electronic_022,378,16000,[],1,guitar_electronic_022-083-075,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65,292061,electronic,75,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-065-075,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",51,216994,electronic,25,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-051-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",71,161347,acoustic,25,guitar_acoustic_015,316,16000,['reverb'],0,guitar_acoustic_015-071-025,3,guitar
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",52,122999,acoustic,127,mallet_acoustic_062,644,16000,"['dark', 'long_release', 'multiphonic']",0,mallet_acoustic_062-052-127,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",108,26252,acoustic,127,guitar_acoustic_015,316,16000,"['percussive', 'reverb']",0,guitar_acoustic_015-108-127,3,guitar
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",22,178778,synthetic,100,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-022-100,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",61,241009,electronic,127,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-061-127,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",104,283533,synthetic,25,bass_synthetic_134,914,16000,"['fast_decay', 'percussive', 'reverb']",2,bass_synthetic_134-104-025,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",51,212931,synthetic,100,bass_synthetic_098,803,16000,['distortion'],2,bass_synthetic_098-051-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",70,261465,electronic,50,organ_electronic_001,8,16000,[],1,organ_electronic_001-070-050,6,organ
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",106,255829,synthetic,75,bass_synthetic_135,927,16000,"['bright', 'distortion']",2,bass_synthetic_135-106-075,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",98,65253,synthetic,25,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-098-025,2,flute
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",39,197202,electronic,50,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-039-050,4,keyboard
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",52,103220,synthetic,100,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-052-100,4,keyboard
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",31,54818,acoustic,75,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-031-075,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",33,34830,acoustic,75,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-033-075,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",84,22082,electronic,127,guitar_electronic_028,510,16000,[],1,guitar_electronic_028-084-127,3,guitar
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",95,37735,acoustic,50,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-095-050,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",57,282534,acoustic,75,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-057-075,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",94,64479,acoustic,127,brass_acoustic_046,414,16000,['long_release'],0,brass_acoustic_046-094-127,1,brass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",101,107768,acoustic,50,guitar_acoustic_014,263,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_014-101-050,3,guitar
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",59,2380,acoustic,25,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-059-025,8,string
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",28,204303,electronic,127,keyboard_electronic_003,65,16000,['distortion'],1,keyboard_electronic_003-028-127,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",93,53721,acoustic,50,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-093-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",79,100722,acoustic,100,flute_acoustic_002,86,16000,['reverb'],0,flute_acoustic_002-079-100,2,flute
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",51,34217,acoustic,127,vocal_acoustic_000,46,16000,['reverb'],0,vocal_acoustic_000-051-127,10,vocal
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65,35567,electronic,127,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-065-127,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",64,303175,electronic,50,keyboard_electronic_001,40,16000,['dark'],1,keyboard_electronic_001-064-050,4,keyboard
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",61,78194,electronic,25,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-061-025,4,keyboard
"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",85,205808,synthetic,100,keyboard_synthetic_000,577,16000,"['bright', 'distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-085-100,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",91,284167,synthetic,25,bass_synthetic_009,150,16000,['long_release'],2,bass_synthetic_009-091-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",77,196236,acoustic,100,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-077-100,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",66,131082,synthetic,25,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-066-025,2,flute
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",66,213689,electronic,100,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-066-100,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",97,286672,synthetic,25,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-097-025,0,bass
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",37,184461,electronic,50,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-037-050,6,organ
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",104,236834,electronic,75,keyboard_electronic_098,905,16000,"['bright', 'fast_decay', 'percussive']",1,keyboard_electronic_098-104-075,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",35,235968,electronic,50,keyboard_electronic_001,40,16000,['dark'],1,keyboard_electronic_001-035-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",67,144962,acoustic,127,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-067-127,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",78,96517,acoustic,50,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-078-050,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",36,114162,electronic,50,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-036-050,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",49,1756,synthetic,75,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-049-075,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",32,279567,synthetic,50,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-032-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83,111638,acoustic,127,reed_acoustic_018,183,16000,[],0,reed_acoustic_018-083-127,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",45,290169,electronic,25,organ_electronic_104,921,16000,[],1,organ_electronic_104-045-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",74,272900,electronic,50,organ_electronic_057,701,16000,[],1,organ_electronic_057-074-050,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",39,140978,synthetic,25,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-039-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65,232764,synthetic,25,bass_synthetic_068,656,16000,[],2,bass_synthetic_068-065-025,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",74,66680,electronic,50,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-074-050,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",22,265903,synthetic,100,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-022-100,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",93,72187,acoustic,127,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-093-127,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99,219325,synthetic,100,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-099-100,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",61,224497,electronic,50,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-061-050,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",48,105336,acoustic,25,guitar_acoustic_015,316,16000,['reverb'],0,guitar_acoustic_015-048-025,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",47,284839,electronic,25,bass_electronic_027,880,16000,[],1,bass_electronic_027-047-025,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",34,276339,synthetic,25,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-034-025,0,bass
"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",95,184615,acoustic,50,mallet_acoustic_062,644,16000,"['fast_decay', 'multiphonic']",0,mallet_acoustic_062-095-050,5,mallet
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",38,290159,electronic,75,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-038-075,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",62,137801,acoustic,75,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-062-075,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",46,293883,acoustic,25,keyboard_acoustic_004,327,16000,"['dark', 'reverb']",0,keyboard_acoustic_004-046-025,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",37,78512,acoustic,75,guitar_acoustic_015,316,16000,['reverb'],0,guitar_acoustic_015-037-075,3,guitar
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",95,201741,electronic,50,keyboard_electronic_001,40,16000,['long_release'],1,keyboard_electronic_001-095-050,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",31,147419,electronic,75,keyboard_electronic_003,65,16000,['distortion'],1,keyboard_electronic_003-031-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",34,183511,acoustic,100,guitar_acoustic_015,316,16000,['reverb'],0,guitar_acoustic_015-034-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",68,217950,synthetic,25,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-068-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88,197018,synthetic,25,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-088-025,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",51,245474,synthetic,127,bass_synthetic_098,803,16000,['distortion'],2,bass_synthetic_098-051-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72,295578,electronic,25,guitar_electronic_022,378,16000,[],1,guitar_electronic_022-072-025,3,guitar
"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",37,97398,acoustic,75,mallet_acoustic_062,644,16000,"['dark', 'multiphonic']",0,mallet_acoustic_062-037-075,5,mallet
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",77,243542,electronic,100,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-077-100,4,keyboard
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",74,27659,synthetic,50,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-074-050,10,vocal
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",68,210135,electronic,75,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-068-075,6,organ
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",105,168433,acoustic,75,mallet_acoustic_062,644,16000,"['bright', 'fast_decay', 'multiphonic']",0,mallet_acoustic_062-105-075,5,mallet
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",36,287099,electronic,25,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-036-025,6,organ
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",83,141100,acoustic,75,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-083-075,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25,161660,electronic,25,organ_electronic_104,921,16000,[],1,organ_electronic_104-025-025,6,organ
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",91,200375,synthetic,25,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-091-025,4,keyboard
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",55,304295,synthetic,75,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-055-075,4,keyboard
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",49,272361,electronic,75,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-049-075,6,organ
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",55,28018,acoustic,50,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-055-050,7,reed
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",22,157219,synthetic,100,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-022-100,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",49,114471,acoustic,100,string_acoustic_014,100,16000,"['dark', 'reverb']",0,string_acoustic_014-049-100,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",81,265766,electronic,25,organ_electronic_028,440,16000,[],1,organ_electronic_028-081-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",67,239217,electronic,127,guitar_electronic_022,378,16000,[],1,guitar_electronic_022-067-127,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",82,218244,synthetic,75,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-082-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71,92194,acoustic,127,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-071-127,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",48,163149,synthetic,25,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-048-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",35,39673,acoustic,50,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-035-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",56,87355,acoustic,127,brass_acoustic_046,414,16000,[],0,brass_acoustic_046-056-127,1,brass
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",26,42530,acoustic,127,string_acoustic_080,675,16000,"['long_release', 'reverb']",0,string_acoustic_080-026-127,8,string
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",43,93926,electronic,50,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-043-050,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",44,77120,acoustic,100,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-044-100,1,brass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72,86260,acoustic,75,brass_acoustic_046,414,16000,['bright'],0,brass_acoustic_046-072-075,1,brass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",45,104142,synthetic,100,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-045-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",88,43473,acoustic,127,flute_acoustic_002,86,16000,['reverb'],0,flute_acoustic_002-088-127,2,flute
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",37,232284,synthetic,50,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-037-050,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",51,297261,electronic,100,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-051-100,4,keyboard
"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",69,154805,acoustic,100,mallet_acoustic_062,644,16000,"['dark', 'multiphonic']",0,mallet_acoustic_062-069-100,5,mallet
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",92,13051,synthetic,100,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-092-100,10,vocal
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89,189387,electronic,50,guitar_electronic_028,510,16000,[],1,guitar_electronic_028-089-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92,225220,synthetic,75,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-092-075,0,bass
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",48,108749,acoustic,127,mallet_acoustic_056,590,16000,"['bright', 'fast_decay', 'percussive']",0,mallet_acoustic_056-048-127,5,mallet
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",30,244332,synthetic,100,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-030-100,0,bass
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",79,13634,synthetic,50,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-079-050,10,vocal
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",80,21314,acoustic,127,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-080-127,1,brass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",35,52694,electronic,127,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-035-127,3,guitar
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",80,263913,synthetic,25,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-080-025,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",90,99193,acoustic,50,guitar_acoustic_014,263,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_014-090-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",55,151171,acoustic,100,guitar_acoustic_021,457,16000,[],0,guitar_acoustic_021-055-100,3,guitar
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",54,232328,synthetic,100,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-054-100,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",27,67360,electronic,50,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-027-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",46,164530,acoustic,25,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-046-025,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",61,67703,acoustic,127,string_acoustic_014,100,16000,"['dark', 'percussive', 'reverb']",0,string_acoustic_014-061-127,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",33,71680,acoustic,100,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-033-100,7,reed
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",44,10472,acoustic,100,string_acoustic_012,97,16000,"['long_release', 'reverb']",0,string_acoustic_012-044-100,8,string
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",40,172893,synthetic,100,bass_synthetic_034,420,16000,"['distortion', 'tempo-synced']",2,bass_synthetic_034-040-100,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",53,197974,synthetic,50,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-053-050,0,bass
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",64,57714,synthetic,25,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-064-025,10,vocal
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",61,207349,electronic,127,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-061-127,6,organ
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",84,230472,electronic,50,organ_electronic_007,123,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-084-050,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",45,85776,acoustic,100,brass_acoustic_015,121,16000,['reverb'],0,brass_acoustic_015-045-100,1,brass
"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",90,4461,acoustic,100,string_acoustic_057,450,16000,"['nonlinear_env', 'reverb']",0,string_acoustic_057-090-100,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72,155412,electronic,50,guitar_electronic_028,510,16000,[],1,guitar_electronic_028-072-050,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",33,46525,synthetic,25,bass_synthetic_068,656,16000,['dark'],2,bass_synthetic_068-033-025,0,bass
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",88,254319,synthetic,127,bass_synthetic_068,656,16000,['fast_decay'],2,bass_synthetic_068-088-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44,290588,electronic,50,organ_electronic_104,921,16000,[],1,organ_electronic_104-044-050,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",54,240949,electronic,50,keyboard_electronic_002,50,16000,[],1,keyboard_electronic_002-054-050,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",28,65743,synthetic,75,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-028-075,2,flute
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",77,133241,acoustic,50,flute_acoustic_002,86,16000,['reverb'],0,flute_acoustic_002-077-050,2,flute
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",21,274187,synthetic,127,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-021-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65,102970,acoustic,100,reed_acoustic_018,183,16000,[],0,reed_acoustic_018-065-100,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",62,45271,acoustic,25,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-062-025,7,reed
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",36,204101,electronic,100,keyboard_electronic_003,65,16000,['distortion'],1,keyboard_electronic_003-036-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",54,83912,acoustic,50,string_acoustic_080,675,16000,['reverb'],0,string_acoustic_080-054-050,8,string
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",69,15522,acoustic,25,flute_acoustic_002,86,16000,"['long_release', 'reverb']",0,flute_acoustic_002-069-025,2,flute
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",106,163908,electronic,100,keyboard_electronic_002,50,16000,"['bright', 'fast_decay', 'percussive']",1,keyboard_electronic_002-106-100,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",56,232357,synthetic,75,bass_synthetic_033,417,16000,['dark'],2,bass_synthetic_033-056-075,0,bass
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",57,36437,acoustic,127,reed_acoustic_037,387,16000,"['long_release', 'reverb']",0,reed_acoustic_037-057-127,7,reed
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",27,227757,electronic,127,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-027-127,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",69,36381,acoustic,127,brass_acoustic_006,43,16000,"['long_release', 'reverb']",0,brass_acoustic_006-069-127,1,brass
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",74,46020,acoustic,75,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-074-075,7,reed
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",82,253197,synthetic,25,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-082-025,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",107,300125,electronic,100,keyboard_electronic_001,40,16000,['percussive'],1,keyboard_electronic_001-107-100,4,keyboard
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",39,197868,synthetic,25,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-039-025,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90,272007,electronic,50,organ_electronic_001,8,16000,[],1,organ_electronic_001-090-050,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",68,130993,synthetic,50,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-068-050,2,flute
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",47,296358,electronic,100,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-047-100,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",32,282954,electronic,50,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-032-050,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",88,271561,synthetic,25,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-088-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",53,4509,acoustic,75,string_acoustic_071,609,16000,['reverb'],0,string_acoustic_071-053-075,8,string
